agent,customer
Rivertown Insurance. This is Scott. How can I be of help?,"#Uh hi, my name is Candy. How's the day going?"
"It's going great, thanks. How's yours going?","Fine, fine, thanks. It's been fine."
"Okay, great. What can I do for you, ma'am?","#Er so I called like a few weeks back, and I spoke with an agent, Mike, I guess, can't really remember now."
"Yeah, agent Mike? Okay?","Yeah, so we like I told him of my desire to insure my car, and he told me of your car package, and subsequently sent me a quote."
"Okay, that's you requested a quote for an automobile policy for you car, right?","Yeah, anyway, I'm interested in the plan, that's why I'm calling."
"Okay, great, so you want to enroll in the automobile plan?","Yes, I want to."
"Alright, good, so which of the plans exactly are you interested in?",I just told you. I want to insure my car.
"Yeah, yeah, I know. Did the agent get to explain the plans under the Automobile policy to you?","Hm, like the Basic Auto and stuff like that?"
"Yeah, the Basic Auto, Preferred Auto and the Complete Auto actually, which all.","Okay, yeah, I remember I chose the Basic plan, but I really do not mind you running me through the plans again, because I really did not get to understand the coverages properly in the email the other agent sent me."
"Oh, sure, no problem. That's why we are here to help you to we are here to advice and help you to make the best decision that suits you. So what part of the policy don't you understand, let's start from there.","Actually, I just need to understand the plans available under the automobile package and how they work, although, basically, based on what the agent sort of explained, I had it in mind to go with the Basic package, but I think if I know how the rest work properly, I will be confident on which to go for, you know?"
"Yeah, I totally understand you. #Uh so starting with the Basic plan, it is the least expensive, costing a thousand dollars a year. So it basically covers the the car owner, that is the driver in events of accidents, you know, like the regular accidents that could happen to anyone. So what the Basic plan does for the driver is that it protects the driver if he or she is held responsible for being the cause of the accident, but the advantage is that it covers the driver regardless of whether he or she actually caused the accident or not, that is, so for instance wait, do you understand all I've just said up to this point?","Yeah, sure, I'm flowing. So, but what if the driver did not cause the accident, what happens?"
"Of course, he or she gets covered. I just mentioned on that, so if a driver is held responsible for an accident, the idea of this plan is to protect the driver from liabilities that may arise from the event. But these liabilities are limited to damages, medical expenses of the injured persons, calculated wages that may have been lost.","Oh yeah, I was just going to ask if it covers the lost wages as well."
