agent,customer
"Good afternoon Rivertown Insurance, this is Jane speaking, how can I help you?","Hi, I want to cancel my insurance plan."
"Okay, yes I can help you. may I get your first name and your last name please?",sure.
That's fine.,one moment.
"That's no problem, I understand.",let me have a glass of wine.
take your time sir.,"Okay, you ready?"
"Yes sir, go ahead.",my name is Daniel Robert.
"Thank you Daniel Robert, just to confirm is Rorbert spelled R.o.r.b.e.r.t.?",No it is R.o.b.e.r.t.
Got that Sir.,Good.
To cancel your plan could you provide me yourur policy number?,give me a moment. let me look for it.
"Okay sir, take your time.",Four nine three four two five one one two.
"Okay, let me repeat that back to you, Four nine three four two five one one?",You missed a two.
-oh one more time please.,Four nine three four two five one one two.
"Okay, mister Robert I got it now.",No problem .
May I have your address?,Sure. Jane.
And your zip code?,"Two thirty Brooklyn Avenue, San Diego, California."
"-oh very good. Okay, let me go ahead and update your last name real quick, give me one second.",sure.
"Thank you sir, your zip code sir?","#huh, nine six oh oh oh."
"For confirmation sir, Two thirty Brooklyn Avenue, San Diego California, nine six oh oh oh right?","yeah, that's correct."
Next we need is your birth day.,"sorry, I am not having birthday today."
"[Laughter], it is the of date of your birth sir, we need that information to verify your identity.",okay I thought you were asking me to celebrate my birthday.
No worries sir.,"Yep my date of birth is November the ninth, nineteen seventy four."
"November the ninth, nineteen seventy four, #huh just a moment please.",Mhm.
"Alright. Before I proceed to cancel your plan, may I know the reason why you are cancelling?","it is, it just I found another insurance company and it seems that their plan has better coverage and cheaper."
"Thank you for the info, sir. Would you mind telling is which company it is?","Eh, can we just go ahead and cancel it? I.... don't have time to explain that much."
"just give me a minute. Okay, so after cancellation you won't be charged in the next billing period which starts June first this year.",okay.
Please #huh confirm the cancellation?,"Yes, I confirm to cancel it."
That's no problem mister Robert.,That's good.
"Alright. please hang on sir, I will proceed to cancel your plan in the system.","Yeah, sure."
Okay done. Your plan is now cancelled. is there anything I can help you with?,"yeah, #mhm. did you provide Universal life insurance policy?"
Yes we do that.,That will be great?
Yes Sir.,And your policy plan is so affordable compared to others i saw online?
I think so Sir.,Still checking through now.
"No problem, okay mister Robert I'm glad to hear we might be able to help you save some money.",#huh you think so?
"Yes sir, #huh.",So do you think you could email me all the plans of your current policies if I give you my email address?
"Sure, I would be delightful to do that, lets go ahead sir.","Okay, it is danielrobert at gmail dot com."
"Got it, easy enough.",Thank God I had made a shorter email address years ago. .
for easy remembrance right?,Yeah.
awesome. Okay I've got that together for you and I will get it sent right over to you.,Great.
"Consider it done. If you have any questions or need more information, you just call me or email me back at that address.","#oh Okay, thats good."
"My pleasure, mister Robert. Anything for our loyal customers.is there anything else I could help you with today?","As a matter of fact, while I've got you on the line."
Yes sir?,Could you tell me when my auto policy premium is due?
"Sure, one just one minute.",Thanks for all your time and your understanding.
"It's my pleasure. okay that would be July third, I could attach a copy to the email as well, if you don't mind?","Yeah sure, great."
"No problem, is there anything else I can help you with this afternoon?","No ma'am, I think that covers it for now. I really appreciate all your help."
"Oh gosh, my pleasure mister Shaw. If you have any further questions please do not draw back to relate it to me, okay?",Awesome.
Thank you for being a esteemed customer of Rivertown Insurance. Enjoy the rest of your afternoon!,"#mhm You do the same, thanks again."
Thank you for your time.,Today has been successful for me.
Wonderful.,"#whao, thanks."
Bye.,Thank you bye.
