agent,customer
Thank you for calling Rivertown Insurance. How may I help you today?,Hi there I need to see if a payment has been credited to my account.
I'd be more than happy to help with that. May I have your first and last name?,It's Kim Burrows.
"Thank you, Kim. Do you have your customer ID handy?",Let me see if I can find it real quick.
Take your time.,I actually don't have it on me.
That's okay. We can look you up using other information.,Great.
May I have your full social and date of birth?,It's four two four three nine four seven two two.
Mm-hmm.,And date of birth is October twenty nine nineteen ninety four.
"Great, and the phone number associated with the account?",It's two five one three seven two four nine two two.
"Perfect, and for security purposes can you verify your mother's maiden name?",It's Rogers.
"Alright, I've got you pulled up here. You wanted to know if a payment has posted to your account, correct?",Yes.
Which policy would you like me to check?,It's the life policy that I'm looking for.
Let's see. I don't see any recent payments for that policy.,Then there's a problem because it already came out of my bank account.
"Alright, then we definitely need to let the billing department know.",Yes.
What day did the payment clear your bank?,It was July twenty second.
Okay. What I will do is go ahead and submit the issue to our billing department. They will research it and find a solution for you.,Okay.
We have kim underscore burrows at hotmail dot com. Is that still a good email?,Yes it is.
Okay. Please hold for one second while I get this submitted.,Okay.
"Alright, Kim. I have a claim number for you whenever you're ready.",Go ahea.
It's one two three four five six seven eight nine nine.,Okay.
I'll go ahead and send an email copy of the information I sent to our billing team so you can see.,Okay. What's the turnaround time for this usually?
It usually takes one business day to see a reply on the case.,Okay. Will I get any late fees because of this?
You should not be charged any late fees. If you see one on your statement please let our billing team know so they can correct it.,Okay.
Was there anything else I could do for you today?,No I think that's all.
Okay great. There will be a brief survey after the call to rate your experience today. Would you like to participate?,Sure.
"Okay, please hold on the line. Once I disconnect the survey will start.",That's fine.
Have a great day.,You too.
Goodbye.,Bye.
