agent,customer
"Good morning, Welcome to Rivertown Customer Care Service. How may I be of help to you?","Good morning, How are you?"
I'm fine as well. How may I help you?,I don't seem to remember my password.
You want to reset your password right?,yep!
Kindly provide your details for identification ma'am.,What details to be precise?
Your first name?,Maria.
Is it spelt as M.A.R.I.A.H?,"No, It is spelt as M.A.R.I.A."
Can I have your last name ma'am?,Clarke.
Is it spelt as C.L.A.R.K.E?,Yes please.
What's your date of birth ma'am?,May Twenty Eight Nineteen Ninety Two.
Wow! It's a pleasure sharing the same date with you.,That's so nice.
Your Phone number?,Eight Zero Two.
Eight Zero Two.,Nine Five One.
Nine Five One.,Four Eight Nine Zero.
"Please reconfirm your phone number, Eight Zero Two Nine Five One Four Eight Nine Zero.",Yes that's right.
Your Social Security Number.,Nine Seven Two.
Nine Seven Two.,Five Four Six.
Five Four Six.,Zero Eight One.
The last two digits are incorrect ma'am. Please reconfirm.,I'm not with my glasses. Kindly give me few minutes to get my glasses.
Oh! That's fine ma'am.,the last three digits are Zero Seven Seven.
Just a minute ma'am. I'm with you.,Alright. Can I also change my insurance plan?
Yes ma'am. I can help you with it but let me sort this out first.,Uh-huh.
The answer to your Security Question.,that's where the problem lies. I can't seem to remember my security question.
I can help you change your security question. We have a range of questions you can pick from.,whoa! Please kindly help me out with it.
Kindly pick the question you can easily remember ma'am.,I will write it somewhere.
"Your mother's maiden name, your childhood best friend name, Your first pet name, your high school name, your favourite teacher's name.",My first pet name is Jayden. I will never forget him. He died a painful death.
I'm so sorry for your loss ma'am.,Thank you.
So your new security question is the name of your first pet and your security answer is Jayden right?,Absolutely correct.
I'll need your functional email address ma'am.,maria carter at gmail dot com.
A password reset link will be sent to your mail. Please kindly click on the link to reset your password.,Thanks for the help.
You want me to help you change your insurance plan?,Yes but not now. That will be very much later.
Is there any other thing you would love me to help you out with?,That would be all for now.
Enjoy the rest of the day ma'am.,You too.
Bye!,Bye!
