agent,customer
"Rivertown Insurance, this is Carla speaking how can I help you?",#Um hi could I create an account and enroll in a #plan over the phone?
Mhm yes sir I can help you with that. Do you want to start the sign up now?,Uh-huh can I only sign up over the phone?
"Oh, no you could also use our website to create your account if you ",Eee I think I'll just have you help me .
Sure thing sir first can I get your first and last name please?,"#Uh yeah Jonny, j.o.n.n.y."
Mhm.,Barbados b.a.r.b.a.d.o.s.
Uh-huh thank you could I get your phone number now?,Mhm five four three.
Five four three.,#Uh two two two.
Two two two.,Seven five five three.
"Five four three two two two seven five five three, yeah?",Mhm you got it Carla.
Could I get a security question answer to finish creating your account?,Mhm I could use my pet name or 
Uh-huh what is the name of your first pet mister Barbados.,Chewey c.h.e.w.e.y.
"Thank you, your account is made now I just need to get some of your personal information.",#Uh do you need my social?
Yep I will be needing your social security number ,#Uh I need to go look for my card sorry.
Mhm take your time mister Barbados.,Eee can I make the account without it?
Oh sorry sir no it's one of the required fields ,Uh-oh okay hold up let me go look for it again 
Sure thing.,Uh-oh I can't find it 
#Hm and you don't remember the number at all?,Jeez maybe it's four four one two two three one?
#Um sorry sir your social has to be nine digits.,"Oh then yeah I don't know it, what now?"
Whew well for now we can't continue with the process you'll need to find that out and then call back.,Mhm okay sorry about that 
Uh-huh your account is made it just has no accesses or information on it do you any questions?,Nah I guess I just gotta go find that number 
Yes sir just make sure to call back at this number when you do.,Mhm do I have to ask for you or 
"If I'm available yes I could help you, but any of our other agents could continue from where we left off.",Oh ok sounds good thank you Carla sorry about that again.
Mhm no worries mister Barbados thank you for the call and for choosing to sign up with Rivertown Insurance.,"Mhm, before I go actaully do you have a list of the plans you have?"
Uh-huh yes sir if you give me your email I could send you the link or you could find it on our website.,#Um okay my email is bigbman at gmail dot com.
Bee b.e.e?,Nah just the letter b.
"Oh okay got it. I just sent the link, could I help you with anything else?",#Um no that's it thank you.
Anytime mister Barbados. Have a good day! Goodbye.,Mhm goodbye Carla. Have a good day!
