agent,customer
"Hi good afternoon, my name is Jack, thank you for calling, what can I help you with?","Hi Jack, my name is Bret Hart."
"Okay Bret, what can I do for you?",I called some days back concerning the vehicle insurance plan.
That's the automobile insurance plan ma.,"Yeah, that one."
"Okay. We have the Basic Auto which is one thousand dollars per year, there is also the Preferred Auto which is one thousand five hundred dollars per year and the Complete Auto which is two thousand dollars per year.",you said the complete auto is two thousand dollars?
"Yes, it's two thousand dollars per year.","Okay, I'll go for that."
"Bret, are you a new customer?","No, I'm not."
"okay, I'll need some information from you so as to verify your identity, is that okay by you?",Yeah sure.
"your first name, last name, date of birth and customer number.",Okay. My first name is Bret.
B R E T?,"No, it's B R E T T."
Got it.,Last name is Hart.
H A R T.,"My date of birth is two two, zero five, one nine nine five."
Okay. Your customer number please.,What's customer number?
It an eight digit number at the bottom left of your insurance card.,"Oh, my insurance card. Could you give me a moment to get it?"
"Yeah, sure.",It's zero five five nine two three four six.
zero five five nine two three four six is that correct?,Yes.
Please hold while I verify your identity.,Sure.
"Brett Hart, your identity has been verified.",Oh okay.
you said you want complete auto plan?,Yes.
That's two thousand dollars per year.,That's fine by me. What's the method of payment?
"I'll need your credit card number, the expiration date and the credit card CVV.",My credit card number is six seven nine seven.
Six seven nine seven.,Four six six eight.
Four six six eight.,seven five five three.
Seven five five three.,one one zero two.
One one zero two?,"Yes, that's it."
The expiration date please.,"Zero seven, two zero two three."
Okay. Provide your CVV.,Nine four five.
Nine four five. Kindly proceed to make payment.,payment made.
Kindly hold on while I confirm your payment. Your payment has been made successfully.,Okay.
Is there anything else I can help you with?,"No, that will be all for now."
"Thank you so much, do have a great day.","Yeah, you too. Bye!"
