agent,customer
"Good morningRivertown Insurance, this is Ashley speaking, how can i be of assist you?",I think you are in a position to help me reset my password
"#oh, yes I can be of help to you on any update. first I would like you to give me your full name also with your policy number please?","#oh sure, I've got it with me here."
"That's perfect, we can proceed right?",a minute please.
It okay.,"#would you mind, i did like to roundoff a chat with my laundry man in order to delivere my cloth."
i really wouldn't mind.,"Okay, may we proceed now?"
"Sure please, go on.",my name is Don Da-valley.
Alright mister Da-valley If am correct?,"#Um, sure you are."
That's okay sir.,-uh that's fine.
Could you help me with your policy number please?,"#mhm yeah, right away."
That's perfect.,let me call it out for you one six four three six one four two.
"Alright, i will like to repeat that to you again, one six four three six one two four two?",perfectly correct.
repeat it once more please.,one six four three six one two four one.
"Alright, thank you mister Da-valley, hold on sir I am on your account.",not a problem.
"One last thing, could you please verify your childhood girlfriend name for me please?","Not a problem, Tanda."
"One last thing please, can you send me the last four digits of your social security number?",one two three four.
"#whao, that's great.",awesome.
that's great.,"Yeah, sure."
"Not to bother, I have that updated for you. What other services of mine would you be needing?","#Oh yeah, I need to reset my password?"
That's very possible sir.,Can i get your email please?
That's wouldn't be a problem.,Can we proceed?
sure.,i would like to get my glasses please give me a second.
you can take your time sir.,#are we good to go now?
#sure please.,#yep it's dondavalley at yahoo dot com.
Got it right.,Awesome.
I did like to confirm it one more time please?,no problem.
[Laughter] dondavalley at yahoo dot com.,Got it right.
I would send your verification code to your email.,I will really love that.
I'm right on it just a second please.,Do take your time please.
I got it.,could you please check your email to verify the code?
#It just came in now.,What should i do with that?
Click to verify the account.,Right on it.
take your time please.,verified.
Go to change my password.,#mhm finding it difficult to see.
it's right at the top corner.,#yep just saw it now.
Use a default password of eight nine two one.,On it please.
Settled.,"One more thing, you have to set a new password for it."
I will do that straight away.,You kindly make it simple so you don't have a hard time remembering.
"#yeah, you're totally right.",#yep always right.
please login in to your account with your username and new password.,#sure please.
"My pleasure, mister Da-valley your password is rectified now sir.","Frankly speaking, I had a good time conversion with you."
It a pleasure sir.,Awesome.
Awesome it is.,mister Da-valley is there anything else you would like me to assist you with?
Thanks a lot but none sir.,I'm still going through my account now.
"Please take your time, is there anything else I can help you with from the account?","No ma'am, I think that will be all for now. Thanks for your time."
"Don't mention, it my ultimate pleasure mister Da-valley. If you have any further questions please don't hesitate to call me alright?","Okay, i sure will."
Thank you for being a valued customer of Rivertown Insurance. Do enjoy the rest of your day!,"#Waow, you made my day ma'am."
it our duty to serve you better.,Thanks.
Thank you sir.,Bye bye.
Bye.,Bye Mr.
