agent,customer
hello...how can I help you please..my name is Kate.,hello Kate.
how can I help you.,I want to enroll in a plan.
okay then should I take you down the offers we have or....,"never mind, am going with the condo offer."
okay...will share the categories we have under it.,okay then.
"condo basic for five hundred dollars, condo preferred for six hundred dollars.",condo basic for five hundred dollars and preferred for six hundred dollars.
the benefits are super cool.,okay then let's hear it.
condo basic comes with fifty percent benefits.,condo preferred??
it comes with seventy percent of benefits.,"wow..looking at the charges, there is no much difference."
which one will you prefer sir??,I want the condo preferred then...
let's begin the registration..you last and first name please.,my name is Richard Mills.
M-I-L-L-S then the Richard.,"M-I-L-L-S, correct."
the date of birth please.,for my condo or myself...laughs.
yourself sir...,first of September nineteen eighty.
first of September nineteen eighty.,correct.
now I ll need answers concerning your condo.,no problem.
the condo address please??,"one Lakeshore street, Atlanta."
"one Lakeshore street, Atlanta.",yes that's correct.
what is the property value sir?? what does it worth.,i do understand your question..it worth one hundred thousand dollars.
one hundred thousand dollars.,"yes, correct."
your phone number sir.,eight nine nine.
eight nine nine.,two five nine.
two five nine.,one five six nine.
one five six nine.,correct.
what type of payment would you prefer??,credit card please.
can you please your credit card sixteen digits.,one two four five.
one two four five.,seven nine five zero.
seven nine five zero.,six six five six.
six six five six.,eight nine five four.
eight nine five four.,correct.
the expiration month and year.,"October, twenty twenty-five."
"October, twenty twenty-five.",correct.
credit card cvv.,one four six.
one four six.,is there anything else ma'am.
I will need your email pls.,richardmills at yahoo dot com.
richardmills at yahoo dot com.,correct.
the information has been imputed successfully.,that's super cool.
anything else you want me to do for you.,yes...could you please help me make my first payment.
okay then......on it....done.,wow...so fast..I got debited already.
am happy I can serve you well.,how do I go about it next time please.
"go the website, click the make payment button and it automatically withdraw from your account.",so easy and sounds simple.
"thanks for calling sir, pls do well to call again.",thanks for coming through...bye.
