agent,customer
"Good afternoon Rivertown Insurance, this Kobe speaking, how can I help you?",Help me to create an account.
"Okay, yes I can help you create an account.","Sure, yes, how do we go about it?"
Can I request for your name please?,no problem.
"That's no problem, it won't Ma.",my name is Ramos Alice.
OK miss Alice.,Okay.
Got it.,again my name is Ramos Alice.
#Hm A.l.i.c.e is correct Ma.,very correct Ma.
On it Ma.,Awesome.
Can you provide me with your phone no?,"#yep, that's not a problem."
On it.,Four four three nine two three eight two two three.
"Okay, let me repeat that back to you, four adour three nine two three eight two two three?",Very correct.
"-oh, Four Four three nine two three eight two two three.",Good.
on it please hold on.,No problem .
"Okay, one last thing, could you please tell me your mother's maiden name?",Okay.its Jethro.
Got it.,Okay.
Can I also request for your email.,sure.
waiting.,Here we go.
On the page.,Aliceramos at gmail dot com.
Got it.,Will right now send you a confirmation mail to you.
That's great news.,You can create an account set your password and confirm the password.
Let's me login to my email now.,Take your time.
got that now.,"on the verification, one second."
Let me attach the list of all our policies for you to make your choice.,#whaooo that will be awesome.
Also confirm your date of birth.,sure one second. Shoot I wrote it down.
Take your time.,OKay can I proceed from there.
pretty sure.,"Okay, okay, June nineteen nineteen ninety four."
On it.,Okay.
Can you repeat that?,"Okay, second June nineteen ninety four."
Update that for you ma.,Awesome.
Can I request for your security number.,One two three four five six seven nine nine.
Can you repeat that for me.,One two three four five six seven nine nine.
updating your account right now.,Okay thanks.
On it ma.,#mhm I want to shop a complete auto policy Ma.
"Yes sir, pretty good. #mhm.",So do you think you could email me that quote if I give you my email address?
"Sure, I would be happy to do that, go ahead.",Okay.
Complete Auto cost two thousand dollars yearly.,Pretty good.
The details of the bills would also be attach to your email.,That's great.
Go to your account to activate it.,Great.
"Consider it done. If you have any questions or need more information, you just call me or email me back at that address.","#oh Okay, that sounds great."
"My pleasure, Miss Alice Anything for our loyal customers. Was there anything else I could help you with today?","As a matter of fact, while I've got you on the line."
Yes sir?,Could you tell me when my auto policy premium is due?
"Sure, that is no problem. one second.","Sure, thanks for all your help."
"It's my pleasure. okay that would be May third, I could attach a copy to the email as well, if you would like?","Yeah sure, great."
"No problem, is there anything else I can help you with this afternoon?","No ma'am, I think that covers it for now. I really appreciate all your help."
"Oh gosh, my pleasure Miss Alice If you have any further questions please do not hesitate to call, okay?","Okay, that's great."
Thank you for being a valued customer of Rivertown Insurance. Enjoy the rest of your afternoon!,"#mhm You do the same, thanks again."
"Thank you, bye-bye.",Bye.
