agent,customer
"Hello, thanks for calling Rivertown insurance customer service. How may I help you?","Hi, I'd like to change my address to a new one. I tried to do that on your website but I couldn't. I guess I have to make a call to change it."
Okay. I can help you with that.,Oh! Alright.
May I have your first name please?,My name is Anderson Michael.
Oh! Okay.Anderson as your first name and Michael as your last name. Is that correct?,"Yes, that's right."
"Alright, hold on while I input that into the system.",Sure.
Kindly provide your phone number please.,My phone number is Five three one.
Five three one.,Four five Two.
Four five Two.,Two three five four.
Two three five four.,"Yep, that's right."
Okay. Five three one Four five Two Two three five four. Is that correct?,"Yes, that's correct."
May I have your social security number please?,"Well, just a moment please."
"Sure, take your time.",got it. My social security number is Six nine Two.
Six nine Two.,Five two nine.
Five two nine.,Zero three Five.
Zero three Five.,"Yep, that right."
Okay.Six nine Two Five two nine Zero three Five. Is that correct?,Did you just say Zero three Five as the last three numbers? Was that what i said?
Yes sir. Those were the last three numbers you mentioned.,sorry about that. It's actually Zero three three not Zero three five.
Oh! Okay. The last three numbers are Zero three three right?,"Yes, that's right."
Alright. I'm going to read the number to you once again. Please listen carefully sir.,Please go on.
Six nine Two Five two nine Zero three three Is that correct?,"Yes, that correct."
Okay. Now you'll need to give an answer your security question.,Security question? All these information just because I want to change my address. This is taking too long. Why can't you just go ahead and check that in your system. Why must I be going through all these screening?
"We are so sorry about that sir, Well, we just need the verification process to be complete. Be rest assured that we have your best interest at heart.",My best interest? Are you insinuating that I might not be the owner of the account I claim to own?
Not at all sir. It's just part of every verification process. We'll be done before you know it. Please bear with us.,"Well, just go on."
Alright sir. Please proceed by giving an answer to your security question.,My security question is my mother's maiden name.
Okay sir. Please what's the answer to that?,My mother's maiden name is kelly.
Please hold on while I confirm your answer.,Sure.
Perfect. That's correct sir.,Of course it is.
"In order to proceed with the change of your address, I'll need to confirm your old address sir.",no problem.
May I know your old address?,"Sure, my old address is two sixty Grand Avenue, San marcos, California."
"two sixty Grand Avenue, San marcos, California. Is that correct?","Yes, that's right."
Please hold on while I verify this.,Alright.
Your old address is confirmed.,Okay.
Kindly provide your new address.,"My new address is five twenty concord Avenue, San Diego, California."
"five twenty concord Avenue, San Diego, California. Is that correct?",it's actually three twenty not five twenty. Please change that.
"Alright. three twenty concord Avenue, San Diego, California, Is that correct?","Yep, that's correct. I definitely need to remember that. The numbers can be so confusing."
No worries sir. I'm sure you'll get used to it.,"Yes, I will. Please what else do you need?"
just a moment please.,
Okay. Done. Your address has been updated sir.,Okay. So how long does it take before the update reflects?
It's effective immediately sir.,Oh! That's great.
Is there anything else I can help you with?,"Well, I'd like to know if I can change my address on the website."
"Sure, you can.",Please how do I do that?
"It's very easy. After logging in, you look for the profile icon.",O-okay. I'll click on the profile icon?
"Yes, that's right.",Please go on.
"After clicking on that, you then click on the personal information which is directly below security icon.",Okay. I'll click on personal information icon. Got it. What next?
Then you'll see the change address icon.,Change address icon. Is that correct?
"Yes, it is. Then you can just go ahead and input your new address and that will be all.",Okay. I think I've got that.
Alright sir. Is there anything else I can help you with?,"Well, I don't think there is."
Okay. Thank you for contacting us.,Thank you too. I'm really pleased with you even though your verification questions almost made me angry.
We are so sorry about that sir.,it's okay. I know it's protocol.
Thanks for understanding. Have a nice day!,Thank you. You too!
