agent,customer
"Good afternoon Rivertown Insurance, this is Hana speaking, how can I help you?",Can you help me.
"Okay, yes I can help you with any update. could I first get your name also with your policy number please?","Sure, yes, I've got it here with me."
"That's fine, we can proceed from there.",just let me get my glasses a moment please.
"That's no problem, I perfectly understand.",Getting older everyday.
that what consistent growth can bring to us.,"Okay, you ready?"
"Yes sir, proceed.",my name is David Andrew.
"Okay mister David Andrew, I don't mind you spelling your first name?",David. I think it is misspelled on my account though.
"That's no problem mister David, I will be glad to correct that for you just give me few seconds to check your account.",Relax.
Could you please help me with your policy number?,"#mhm I've got that right here with me, you ready?"
Yes sir.,three seven three five two two eight nine three.
"Okay, let me repeat that back to you, three seven three five two eight nine three?",You missed a two.
-oh one more time please.,three seven three five two two eight nine three.
"Okay, thank you mister David. I got it that time, sorry about that.",No problem .
"Okay, one last thing, could you please verify your mother's maiden name for me please?","Sure, Clinton."
And the last four digits of your social security number?,five six three seven.
"-huh pretty good. Okay, let me go ahead and update your last name real quick, give me three seconds.",sure.
"Just to verify, you said it should be D.A.V.I.D.?","That's correct, no I after the A."
"Not a problem, I have that updated for you. What else could I help you with today?","yeah, I had a few questions about a homeowner's policy. You offer that right?"
"Yes sir, we do.","Okay, right so I've got an automobile policy with you now and I have decided to shop my home insurance."
That's awesome.,"I've had the same policy for years and it never hurts to look around once in awhile, right? ."
Thats right. .,Laughter.
Yes sir.,.
Let me pull that up for you.,"No problem, I was looking at your plans online and thought it would be great to have it all in one place."
"We appreciate your business, so do you know which policy you would be interested in signing up for?","sure one second. Sure I wrote it down, let me find it. Found it."
Take your time.,Slow as molasses these days. .
"I completely understand, believe me.","Okay, okay, I believe it is called home complete if I'm not mistaken."
"That's correct, great choice mister David.",Seemed the best option for me.
"Yes sir, okay the annual premium for a home complete policy would be two thousand dollars per year.",Okay.
"This policy includes our highest coverage and lowest deductibles, it's a great policy.","Wow, really? #jeez that's a good bit lower than what I've been paying annually."
That's great.,I should've shopped around years ago but I have a tendancy to let time get away from me.
I'm right there with you. .,The older you get the quicker time passes they say. Whoever they are. .
.,"I got you off track, sorry about that, go ahead. ."
"No problem, okay mister David I'm glad to hear we might be able to help you save some money.",#mhm every little bit helps these days.
"Yes sir, it does. #mhm.",So do you think you could email me that quote if I give you my email address?
"Sure, I would be happy to do that, go ahead.","Okay, it is davidandrew at gmail dot com."
"Got it, so easy enough.",I just wish I had made a shorter email address years ago. .
"We all make that same mistake, don't we?","You live, to learn everyday, I guess."
Good point. Okay I've got that together for you and I will get it sent right over to you.,Great.
"Consider it done. If you have any questions or need more information, you just call me or email me back at that address.","#oh Okay, that sounds great."
"My pleasure, mister David. Anything for our loyal customers. Was there anything else I could help you with today?","As a matter of fact, while I've got you on the line."
Yes sir?,Could you tell me when my auto policy premium is due?
"Sure, that is no problem. one second.","Sure, thanks for all your help."
"It's my pleasure. okay that would be July first, I could attach a copy to the email as well, if you would like?","Yeah sure, great."
"No problem, is there anything else I can help you with this afternoon?","No ma'am, I think that covers it for now. I really appreciate all your help."
"Oh gosh, my pleasure mister David. If you have any further questions please do not hesitate to call, okay?","Okay, awesome."
Thank you for being a valued customer of Rivertown Insurance. Enjoy the rest of your afternoon!,"#mhm You do the same, thanks again."
"Thank you, bye-bye.",Bye.
Thanks.,You are welcome.
