agent,customer
"Good afternoon Rivertown Insurance, this is Mabel speaking, how can I help you?",Help me by making changes in my first name.
"Okay, yes I can help you with any update. could I first get your full name also with your policy number please?","Sure, yes, I've got it with me."
"That's fine, we can proceed from there.",one moment.
Take your time ma.,#let me check for the policy number.
take your time ma.,"Okay, you ready?"
"Yes ma, proceed.",my name is Julie Jay.
"Okay mister Jay, If am not mistaken?","#Um, it's miss Jay point of correction."
That's no problem Miss Jay.,J.a.y I think it is misspelled on my account as J.a.y.h.
Could you help provide your with your policy number?,"#mhm I've got that right here with me, you ready?"
Yes sir.,One five eight two four two three eight two.
"Okay, let me repeat that back to you, one five eight two three four two three eight two?",Very correct.
-oh one more time please.,one five Eight three four two three eight two.
"Okay, thank you Miss jay, I got it that time, sorry about that.",No problem .
"Okay, one last thing, could you please verify your mother's maiden name for me please?","Sure, Stephen."
And the last four digits of your social security number?,Eight six two seven.
"-huh pretty good. Okay, let me go ahead and update your firsg name real quick, two seconds please.",sure.
"Just to verify, you said it should be J.a.y.?",That's correct ma.
"Not a problem, I have that updated for you. What else could I help you with today?","yeah, I had a few questions about a homeowner's policy. You offer that right?"
"Yes sir, we do.","Okay, right so I've got an automobile policy with you now and I have decided to shop a pet basic insurance to it."
That's awesome.,"I've had the same policy for years and it never hurts to look around once in awhile, right? ."
Thats right. .,-oh hello Maggi. sorry I was taking to one my cousins that just stepped in.
Take your time ma.,#yep.its quite some time now I set my eyes on her.
#whao take your time ma.,"#yep, No problem, I was taking my time looking at your plans online and thought it would be great to have it all in one place."
"We appreciate your business, so do you know which policy you would be interested in quoting?","sure one second.am sure I wrote it down, let me find it. #found it."
Take your time.,We easily forget this days things .
"I completely understand, believe me.","Okay, okay, I believe it is called petcare preferred if I'm not mistaken."
"That's correct, great choice mister Benson.",Seemed the best option for me.
"Yes sir, okay the annual premium for a home complete policy would be onethousand dollars per year.",Okay.
"This policy includes our highest coverage and lowest deductibles, it's a great policy.","Wow, really? #jeez that's a good bit lower than what I've been paying annually."
That's great.,I should've shopped around years ago but I have a tendancy to let time get away from me.
I'm right there with you. .,The older you get the quicker time passes they say. Whoever they are. .
.,"I got you off track, sorry about that, go ahead. ."
"No problem, okay Miss Jay I'm glad to hear we might be able to help you save some money.",#mhm every little bit helps these days.
"Yes sir, it does. #mhm.",So do you think you could email me that quote if I give you my email address?
"Sure, I would be happy to do that, go ahead.","Okay, it is juliejay at gmail dot com."
"Got it, so easy enough.",I just wish I had made a shorter email address years ago. .
"We all make that same mistake, don't we?","You live, to learn everyday, I guess."
Good point. Okay I've got that together for you and I will get it sent right over to you.,Great.
"Consider it done. If you have any questions or need more information, you just call me or email me back at that address.","#oh Okay, that sounds great."
"My pleasure, Miss Jay. anything for our loyal customers. Was there anything else I could help you with today?","As a matter of fact, while I've got you on the line."
Yes sir?,Could you tell me when my auto policy premium is due?
"Sure, that is no problem. one second.","Sure, thanks for all your help."
"It's my pleasure. okay that would be June second, I could attach a copy to the email as well, if you would like?","Yeah sure, great."
"No problem, is there anything else I can help you with this afternoon?","No ma'am, I think that covers it for now. I really appreciate all your help."
"Oh gosh, my pleasure Miss Jay. If you have any further questions please do not hesitate to call, okay?","Okay, Beautiful."
Thank you for being a valued customer of Rivertown Insurance. Enjoy the rest of your afternoon!,"#mhm, you made my day ma."
"#whew, that is the reason we were here to serve you better.",Thank you.
Thank you ma.,Bye.
Bye bye ma.,Thanks bye.
