agent,customer
Hello Emily here insurance agent for Rivertown Insurance could I help you today?,Mhm #yup my name is Kylen I called like three days ago.
Huh Kylen Darko?,Yep! That's me.
Date of birth September fifth nineteen ninety nine?,Yep you got it.
Do you have your customer number?,Mhm I do two five six five four one three two.
Two five six five four one three two?,Yep.
So you had said you wanted to enroll in Petcare Preferred plan? Did you take a look at those quotes I emailed?,Mhm I did the price looks good I just wanted to make sure the coverages are right. #Um.
Uh-huh I could go through the coverages for you right now if that would help.,Oh yeah that would be great please if you could.
"#Um we offer coverages for food and nutrition prevention for fleas ticks, and heartworm.",Oh nice!
"Mhm we also #cover wellness checks veterinary medical care, supplies for your pet, and.",Whoa there's even more?
"Uh-huh yes there is . Petcare Preferred also covers bathing, grooming and boarding if needed.",Whoa that's great so would you recommend the yearly rates or annual.
"#Hm well based on your profile I would recomment the yearly rate, it's worth it to commit for the long haul.",Mhm I get that.
Any other questions for me?,Mhm so if my dog were to break a leg or something bad like that it would be covered right?
Mhm yes sir that's included in the veterinary medical care coverage.,Oh Nice. #Um medicine too?
Uh-huh prescription medicines would go under veterinary medical care as well.,Huh seems like you guys cover everything!
Mhm up to a certain extent of course.,Well everything sounds g-good to me lets get this show on the road.
Of course could you read me out your credit card information please?,Mhm give me a second to grab my wallet 
Uh-huh take your time.,Oh there it is! #Um the number is seven three one.
Seven three one.,#Uh four five six two four four.
Four five six two four four.,Mhm nine nine eight two one five three.
#Uh nine nine eight two one five three.,Yep.
Seven three one four five six two four four nine nine eight two one five three checks out?,Yep nailed it.
The expiration date?,Uh-huh it's March twent thirty four.
#Hm got it. #Um the CVV number?,That's the three digits? right?
Mhm.,Oh okay two five four is that number.
"Alright your payment is processing now, #would you like me to email your receipt?",Mhm please.
Okay is wadecountycitizenthreeohfive at yahoo still a good email for you?,Yep.
Alright sir the payment is finished processing and email sent.,Oh great thank you so much.
Your welcome anything else I could help you with?,Nah I'm alright thanks.
Goodbye!,Bye!
