agent,customer
"Hello, thanks for contacting Solid Insurance company.","Hi, Good day."
Hope you are having a great day?,I hope for better days ahead.
"Hope everything is fine?, How may I help you today?",I went to the hospital for check up and I was m..diagnosed of a particular sickness that require urgent financial intervention.
oh.so sorry about that.,"No problem, thank you, I will like to file a health claim."
"Sure thing, we can help with that.",Mhm.
Please provide us with your first name and last name.,My name is Jonathan Praise.
mister Jonathan Praise right?,yep.
May I have your date of birth and customer number.,"My date of birth is July seventh, two thousand and two."
"July seventh, two thousand and two. Is that correct?",Yeah.
"Your customer number is next, could you please read it out seven one nine.","Ok, five two two."
Five two two.,seven one nine.
seven one nine.,four six.
Four six.,Mhm.
five two two seven one nine four six. Is that correct please?,"Yes it is, Please what is involve in making a health claim please?"
"Nothing much, after the confirmation of your identity that I will confirm now, a link will be sent to your mail, where you can fill the necessary form.","Ok then, thanks."
"Please hold on, while I verify your identity, your insurance policy is health and automobile right?","Please take your time, yeah you are right."
"Thanks for you patience, identity confirmed.",Thanks.
Please provide us with your email address.,"Ok, pjonath one two two at gmail dots com or Jonathanpraise at yahoo dots com."
"Ok, thanks, a link will be sent to your email right now, please do well to fill in the necessary information.",I will do that right now.
"when you are done please submit, so we can assess and approve your claim.",Thanks.
Is there anything else we can do for you.,"m...yeah, please how can I find an agent in my environment."
"We have our agent across the State, do you wish to be contacted through your address or phone number.",I prefer the phone please.
"Ok, please provide your phone number so you can be contacted.",nine zero seven.
nine zero seven.,two eight three.
two eight three.,four four zero three.
four four zero three.,Thats all.
"nine zero seven, two eight three, four four zero three, Is that correct.",Yeah it is.
"Our location agent will contact you, feel free to let them know how they can help you.",No problem.
"if any other questions arise, please feel free to contact us anytime.",Sure thing.
Thanks so much for calling.,You are welcome.
Goodbye.,bye.
