agent,customer
Thanks for calling Rivertown Insurance. How may I assist you today?,Hi I got a notice in the mail that if I don't pay my bill you guys are going to cancel my policy so I guess I need to pay it.
Okay. I'd be happy to help with that payment today.,Great.
May I have your first and last name?,It's Robert Miller.
"Thank you, Robert. Do you know your customer ID?",Is it on the cancellation notice?
It should be. It should be an eight digit number starting with the number one.,Okay let me go get it really quick.
Okay. Take your time.,Okay I have it.
Great. What is that customer ID?,It's one two three four five six seven eight.
Thank you. For security purposes can you verify your date of birth?,It's July third nineteen ninety nine.
Happy belated birthday!,Thank you! It was a really good one this year.
That's great to hear.,Yeah I had a lot of fun.
Great. So I'm showing a past due balance like you said of three hundred and seventy two dollars.,That's a lot.
It would cover the past due premium and the premium for July as well. You wouldn't have to pay again until August.,Oh okay. Well that's not too terrible.
No it's not too bad for how long you're paying.,Okay let's do it.
How would you like to pay today?,What are my options?
You can pay via bank account or by credit or debit card.,Let me see if I have my card and if I don't I'll have to use my bank account information.
Okay. Take your time.,Okay I found it what do you need off of it?
"I'll need the card number, the expiration date, and the CVV code.",Okay the card number is one two three four one two three four one two three four one two three four.
Perfect. And the expiration date?,It's twelve of twenty four.
Okay and the security code?,It's one two three.
Okay so to confirm we are making a one time payment of three hundred seventy two dollars effective today.,Yes.
Is your email still Rob underscore millertime at gmail dot com?,Yes it is.
Okay I've sent a confirmation email to that address showing the payment.,Great when is my next payment due?
It will be due on August twenty ninth.,Awesome.
Was there anything else I could do for you today?,No I think that's all.
Great. I hope you enjoy the rest of your day.,You too.
Goodbye.,Bye.
