agent,customer
"Hello, Rivertown Insurance, this is Sandra speaking, how can I help you?",I want to cancel my insurance plan.
"Hi, thanks for calling Rivertown Insurance customer service. How can i help you?",I would like to cancel my insurance plan.
"okay, could I have your first name and last name?",one moment.
"That's no problem, take your time.",let me have a glass of water.
I understand sir.,"Okay, you ready?"
"Yes sir, go ahead.",my name is Rogar Vincent.
Thank you Roger Vincent just to confirm is Rogar spelled.R.o.g.e.r.?,No it is R. o. g. a. r.
Got that Sir.,Perfect.
To cancel your plan could you provide me your policy number? you can find this number on your account page in our website.,give me a moment.
"Sure, take your time.","Policy number, it is the string of number below my Profile picture?"
"Yes exactly, could you read that number to me?","Yes, two nine four."
Two nine four.,Four three seven.
Four three seven.,five two eight.
five two eight.,"Yep, that's it."
"Okay, two nine four four three seven five two eight.",Yep that's right.
"perfect, may I have your address and zip code please?",sure.
Okay.,"Yep, it is twenty five Brooklyn Avenue, San Diego, California."
Okay. Your zip code?,#huh it is nine one oh oh oh.
"For confirmation sir, twenty five Brooklyn Avenue, San Diego California, seven seven oh oh oh right?","#oh yep, very correct."
Next we need is your birth date?,"sorry, what birthday? I am not having birthday today."
"[Laughter] it is the date of your birth sir, we need the information to verify your identity.",#oh I thought you were asking me to celebrate my birthday.
That's no problem. I understand.,"Yeah my date of birth is December eleven, ninety seventy three."
"Alright. December eleven ninety seventy three oh gosh, just a minute.",mhm.
"Okay, before I proceed to cancel your plan, may I know the reason why you are cancelling your plans?","Eh, can we just go ahead and cancel it? I.... don't have time to explain that much."
"just give me a minute. Okay, so after cancellation you won't be charged in the next billing period which starts June first this year.",okay.
Please #huh confirm the cancellation?,"Yes, I confirm to cancel it."
Okay.,That's good.
"Alright. please hang on sir, I will proceed to cancel your plan in the system.","Yeah, sure."
Okay done. Your plan is now cancelled. is there anything I can help you with?,"Wow, really? #huh, that's a good bit lower than what I've been paying annually."
That's good.,That will be good for me right?
Yes Sir.,And your policy plan is so affordable compared to others i saw online?
I think so Sir.,Still checking through now.
"No problem, okay mister Rogar I'm glad to hear we might be able to help you save some money.",#huh you think so?
"Yes sir, it will. #huh.",So do you think you could email me all the plans of your current policies if I give you my email address?
"Sure, I would be delightful to do that, lets go ahead sir.","Okay, it is Rogar at gmail dot com."
"Got it, very easy enough.",Thank God I had made a shorter email address years ago. .
for easy remembrance right?,Very correct.
awesome. Okay I've got that together for you and I will get it sent right over to you.,Great.
"Consider it done. If you have any questions or need more information, you just call me or email me back at that address.","#oh Okay, thats good."
"My pleasure, mister Rogar Anything for our loyal customers.is there anything else I could help you with today?","As a matter of fact, while I've got you on the line."
Yes sir?,Could you tell me when my auto policy premium is due?
"Sure, that is no problem. Moment please.","Sure, thanks for all your time and understanding."
"It's my pleasure. okay that would be June twelve, I could attach a copy to the email as well, if you don't mind?","Yeah sure, great."
"No problem, is there anything else I can help you with this afternoon?","No, I think that covers it for now. I really appreciate all your help."
"Oh gosh, my pleasure mister Rogar If you have any further questions please do not draw back to relate it to me, okay?",Good.
Thank you for being a esteemed customer of Rivertown Insurance. Enjoy the rest of your afternoon!,"#mhm You do the same, thanks again."
Thank you for your time.,Today has been wonderful for me.
Awesome.,"#whao, thanks."
Bye.,Thank you bye.
